id_cliente,nome,estado,cidade,regiao,segmento,porte,data_cadastro
726,Thiago Santos,CE,Juazeiro do Norte,Nordeste,B2B,Grande,2025-06-01
727,João Pereira,PE,Petrolina,Nordeste,B2B,Pequeno,2025-10-04
728,Thiago Costa,MT,Cuiabá,Centro-Oeste,B2C,Pequeno,2024-02-09
729,Pedro Silva,PR,Foz do Iguaçu,Sul,B2B,Pequeno,2023-06-23
730,Aline Almeida,ES,Vitória,Sudeste,B2B,Médio,2025-12-19
731,Bruno Oliveira,SP,Campinas,Sudeste,B2B,Grande,2025-11-19
732,Fernanda Ribeiro,PE,Olinda,Nordeeste,B2B,Pequeno,2023-11-11
733,André Ribeiro,PA,Belém,Norte,B2C,Médio,2025-04-21
734,Renata Costa,PE,Olinda,Nordeste,B2C,Pequeno,2023-09-11
735,Rafael Almeida,GO,Goiânia,Centro-Oeste,B2B,Pequeno,2025-09-25
736,Mateus Almeida,MG,Juiz de Fora,Sudeste,B2B,Grande,2023-01-15
737,Lucas Gomes,GO,Goiânia,Centro-Oeste,B2B,Médio,2023-11-15
738,Rafael Costa,MT,Sinop,Centro-Oeste,B2C,Grande,2024-05-27
739,Larissa Almeida,SP,Campinas,Sudeste,B2C,Grande,2024-04-08
740,Larissa Almeida,SP,São Paulo,Sudeste,B2C,Pequeno,2025-08-21
741,Juliana Pereira,MT,Cuiabá,Centro-Oeste,B2C,Grande,2025-03-20
742,Pedro Almeida,RS,Porto Alegre,Sul,B2B,Médio,2025-02-05
743,Lucas Costa,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Grande,2024-09-04
744,Bruno Carvalho,BA,Feira de Santana,Nordeste,B2B,Grande,2025-01-16
745,Patrícia Costa,PA,Belém,Norte,B2C,Grande,2025-05-27
746,Rafael Almeida,DF,Brasília,Centro-Oeste,B2B,Pequeno,2024-01-09
747,Pedro Santos,MG,Contagem,Sudeste,B2C,Médio,2024-07-05
748,Juliana Carvalho,SP,Santos,Sudeste,B2C,Pequeno,2023-08-11
749,Fernanda Ribeiro,RS,Santa Maria,Sul,B2B,Pequeno,2025-06-17
750,Rafael Almeida,ES,Serra,Sudeste,B2B,Pequeno,2025-06-18
751,Thiago Costa,PA,Belém,Norte,B2B,Pequeno,2023-11-28
752,André Costa,GO,Anápolis,Centro-Oeste,B2C,Pequeno,2023-10-14
753,Bruno Souza,MG,Juiz de Fora,Sudeste,B2C,Médio,2024-12-25
754,Beatriz Souza,ES,Vila Velha,Sudeste,B2B,Grande,2025-06-07
755,Beatriz Ribeiro,GO,Goiânia,Centro-Oeste,B2B,Pequeno,2023-01-12
756,Carlos Costa,PE,Olinda,Nordeste,B2C,Pequeno,2025-01-05
757,Camila Oliveira,ES,Serra,Sudeste,B2B,Médio,2024-02-11
758,André Souza,MT,Cuiabá,Centro-Oeste,B2C,Médio,2023-08-15
759,João Pereira,MS,Campo Grande,Centro-Oeste,B2C,Grande,2024-01-24
760,Carlos Oliveira,RS,Pelotas,Sul,B2B,Médio,2024-08-06
761,Amanda Oliveira,MG,Uberlândia,Sudeste,B2B,Grande,2023-03-24
762,Rafael Oliveira,SC,Chapecó,Sul,B2B,Pequeno,2023-10-01
763,Aline Gomes,MS,Dourados,Centro-Oeste,B2B,Pequeno,2025-03-19
764,Larissa Carvalho,PR,Maringá,Sul,B2C,Grande,2025-05-12
765,Patrícia Carvalho,PR,Londrina,Sul,B2C,Médio,2024-11-09
766,Amanda Costa,MG,Contagem,Sudeste,B2C,Grande,2023-03-06
767,Mariana Oliveira,ES,Vila Velha,Sudeste,B2B,Médio,2023-11-25
768,Patrícia Souza,GO,Goiânia,Centro-Oeste,B2C,Pequeno,2024-02-12
769,Aline Gomes,RS,Caxias do Sul,Sul,B2B,Médio,2025-09-08
770,Thiago Pereira,DF,Brasília,Centro-Oeste,B2B,Grande,2024-06-28
771,Larissa Silva,PR,Foz do Iguaçu,Sul,B2B,Grande,2023-09-01
772,Camila Ribeiro,RS,Caxias do Sul,Sul,B2B,Pequeno,2025-05-12
773,Rafael Pereira,PR,Curitiba,Sul,B2B,Médio,2025-09-28
774,Patrícia Gomes,PE,Petrolina,Nordeste,B2B,Médio,2025-10-11
775,Mateus Silva,GO,Goiânia,Centro-Oeste,B2C,Médio,2023-09-18
776,Camila Pereira,PE,Recife,Nordeste,B2B,Pequeno,2024-10-27
777,Rafael Souza,PA,Belém,Norte,B2C,Médio,2025-03-29
778,Amanda Carvalho,PR,Londrina,Sul,B2C,Grande,2025-10-24
779,Beatriz Almeida,SC,Florianópolis,Sul,B2B,Médio,2025-03-07
780,Patrícia Carvalho,SC, BLUMENAU ,Sul,B2B,Pequeno,2023-09-27
781,Renata Silva,PE,Petrolina,Nordeste,B2B,Médio,2023-08-13
782,Patrícia Carvalho,MT,Sinop,Centro-Oeste,B2C,Médio,2023-08-09
783,Carlos Costa,MS,Dourados,Centro-Oeste,B2B,Grande,2023-02-13
784,Amanda Gomes,SC,Joinville,Sul,B2C,Médio,2023-09-16
785,Beatriz Oliveira,PR,Londrina,Sul,B2B,Grande,2023-11-15
786,Mateus Gomes,MG,Juiz de Fora,Sudeste,B2B,Grande,2024-12-05
787,Pedro Costa,PE,Petrolina,Nordeste,B2C,Pequeno,2025-10-21
788,Rafael Ribeiro,PA,Ananindeua,Norte,B2C,Grande,2023-01-28
789,Bruno Silva,DF,Brasília,Centro-Oeste,B2B,Grande,2024-04-29
790,André Gomes,DF,Brasília,Centro-Oeste,B2C,Pequeno,2023-04-17
791,Patrícia Ribeiro,RJ,Rio de Janeiro,Sudeste,B2C,Grande,2024-12-01
792,Beatriz Carvalho,MS,Dourados,Centro-Oeste,B2C,Pequeno,2025-05-29
793,Bruno Costa,ES,Cariacica,Sudeste,B2C,Médio,2023-01-17
794,Camila Pereira,GO,Goiânia,Centro-Oeste,B2C,Pequeno,2025-06-08
795,Fernanda Almeida,SC,Blumenau,Sul,B2B,Grande,2025-09-10
796,Mariana Carvalho,SC,Blumenau,Sul,B2B,Pequeno,2024-08-15
797,Mateus Costa,ES,Cariacica,Sudeste,B2C,Grande,2024-07-31
798,Rafael Costa,SP,São Paulo,Sudeste,B2B,Médio,2025-09-22
799,Pedro Ribeiro,PA,Santarém,Norte,B2B,Pequeno,2023-06-19
800,Fernanda Pereira,BA,Feira de Santana,Nordeste,B2C,Médio,2025-05-28
801,Felipe Carvalho,PE,Recife,Nordeste,B2B,Grande,2024-05-22
802,João Costa,MT,Cuiabá,Centro-Oeste,B2C,Grande,2023-11-09
803,Rafael Carvalho,PA,Marabá,Norte,B2C,Médio,2025-11-13
804,João Costa,CE,Juazeiro do Norte,Nordeste,B2B,Pequeno,2024-01-18
805,Thiago Almeida,SC,Chapecó,Sul,B2C,Pequeno,2024-05-25
806,João Carvalho,GO,Anápolis,Centro-Oeste,B2C,Grande,2024-07-29
807,Rafael Pereira,RJ,Petrópolis,Sudeste,B2C,Médio,2023-08-24
808,Renata Almeida,DF,Brasília,Centro-Oeste,B2C,Médio,2024-06-23
809,Mariana Oliveira,SC,Joinville,Sul,B2C,Pequeno,2024-05-21
810,Beatriz Souza,RJ,Rio de Janeiro,Sudeste,B2B,Pequeno,2025-05-28
811,Juliana Ribeiro,PR,Londrina,Sul,B2B,Pequeno,2024-02-11
812,Camila Silva,PA,Ananindeua,Norte,B2C,Médio,2025-08-28
813,Camila Pereira,PR,Foz do Iguaçu,Sul,B2C,Pequeno,2023-07-31
814,Bruno Santos,BA,Feira de Santana,Nordeste,B2B,Pequeno,2025-10-25
815,  mariana gomes ,MG,Uberlândia,Sudeste ,B2C,Grande,2024-01-07
816,Carlos Santos,CE,Fortaleza,Nordeste,B2B,Pequeno,2024-01-22
817,João Oliveira,PA,Belém,Norte,B2C,Pequeno,2023-11-01
818,Rafael Pereira,SP,Santos,Sudeste,B2C,Médio,2024-04-14
819,Pedro Ribeiro,BA,Vitória da Conquista,Nordeste,B2C,Médio,2023-09-04
820,Renata Ribeiro,RS,Caxias do Sul,Sul,B2C,Grande,2023-09-28
821,Mateus Costa,SP,Ribeirão Preto,Sudeste,B2C,Pequeno,2025-04-01
822,Amanda Oliveira,MS,Três Lagoas,Centro-Oeste,B2C,Grande,2023-03-20
823,Amanda Almeida,PE,Caruaru,Nordeste,B2C,Médio,2024-07-14
824,João Oliveira,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Grande,2024-01-29
825,Bruno Carvalho,PA,Belém,Norte,B2B,Médio,2023-10-27
826,Bruno Gomes,RS,Porto Alegre,Sul,B2B,Grande,2025-05-23
827,Mateus Almeida,RS,Porto Alegre,Sul,B2C,Grande,2023-02-06
828,Camila Santos,BA,Feira de Santana,Nordeste,B2C,Pequeno,2024-02-13
829,Patrícia Carvalho,ES,Vila Velha,Sudeste,B2C,Grande,2023-07-06
830,Thiago Gomes,MS,Campo Grande,Centro-Oeste,B2C,Pequeno,2023-04-15
831,André Ribeiro,MG,Contagem,Sudeste,B2C,Pequeno,2025-02-17
832,André Pereira,PA,Belém,Norte,B2C,Pequeno,2025-04-14
833,Aline Santos,ES,Vitória,Sudeste,B2C,Pequeno,2025-12-11
834,Camila Carvalho,BA,Feira de Santana,Nordeste,B2B,Grande,2024-09-19
835,Patrícia Gomes,PE,Petrolina,Nordeste,B2C,Médio,2024-04-18
836,Thiago Almeida,DF,Brasília,Centro-Oeste,B2B,Médio,2024-03-30
837,Beatriz Ribeiro,SC,Chapecó,Sul,B2B,Médio,2024-11-19
838,Juliana Oliveira,SC,Joinville,Sul,B2C,Grande,2025-05-22
839,Carlos Carvalho,MG,Juiz de Fora,Sudeste,B2C,Pequeno,2025-09-08
840,João Pereira,PE,Olinda,Nordeste,B2B,Médio,2023-05-06
841,Mateus Gomes,MT,Cuiabá,Centro-Oeste,B2B,Grande,2025-11-10
842,Camila Ribeiro,MG,Juiz de Fora,Sudeste,B2C,Pequeno,2025-05-24
843,Pedro Ribeiro,PA,Santarém,Norte,B2C,Médio,2023-04-16
844,Pedro Pereira,PA,Belém,Norte,B2B,Pequeno,2024-09-15
845,Rafael Oliveira,RJ,Niterói,Sudeste,B2C,Médio,2023-08-14
846,Felipe Gomes,ES,Cariacica,Sudeste,B2C,Médio,2024-07-05
847,Beatriz Oliveira,MT,Várzea Grande,Centro-Oeste,B2C,Médio,2025-01-14
848,Juliana Souza,SC,Chapecó,Sul,B2B,Pequeno,2024-07-28
849,André Gomes,RS,Caxias do Sul,Sul,B2B,Grande,2024-12-19
850,Camila Silva,ES,Vitória,Sudeste,B2B,Pequeno,2025-05-06
851,Juliana Silva,CE,Crato,Nordeste,B2C,Médio,2024-05-20
852,Fernanda Ribeiro,PA,Ananindeua,Norte,B2C,Pequeno,2024-10-17
853,Camila Santos,MS,Campo Grande,Centro-Oeste,B2B,Grande,2023-04-08
854,Fernanda Souza,GO,Aparecida de Goiânia,Centro-Oeste,B2B,Pequeno,2024-01-08
855,Camila Santos,PE,Olinda,Nordeste,B2B,Grande,2023-03-25
856,Lucas Costa,SP,Campinas,Sudeste,B2C,Grande,2023-01-02
857,Pedro Costa,MG,Contagem,Sudeste,B2B,Pequeno,2023-04-17
858,João Oliveira,PA,Santarém,Norte,B2B,Médio,2024-10-20
859,Mateus Pereira,es,Cariacica,Sudeste,B2C,Grande,2024-03-10
860,Aline Oliveira,MT,Rondonópolis,Centro-Oeste,B2C,Pequeno,2024-08-07
861,Aline Gomes,GO,Anápolis,Centro-Oeste,B2C,Grande,2025-08-24
862,Amanda Silva,MS,Corumbá,Centro-Oeste,B2B,Médio,2024-07-27
863,Rafael Silva,ES,Vila Velha,Sudeste,B2C,Pequeno,2023-07-26
864,Felipe Santos,SP,Santos,Sudeste,B2C,Pequeno,2025-06-01
865,João Ribeiro,Go,Rio Verde,Centro-Oeste,B2B,Pequeno,2024-01-14
866,Amanda Ribeiro,CE,Juazeiro do Norte,Nordeste,B2C,Médio,2024-05-31
867,Juliana Souza,SP,Santos,Sudeste,B2B,Grande,2025-10-03
868,Thiago Santos,BA,Feira de Santana,Nordeste,B2B,Pequeno,2025-01-14
869,Thiago Souza,PR,Curitiba,Sul,B2C,Grande,2024-11-15
870,Mateus Santos,BA,Salvador,Nordeste,B2C,Grande,2024-09-15
871,Juliana Carvalho,SC,Blumenau,Sul,B2C,Médio,2023-08-17
872,Patrícia Souza,ES,Vila Velha,Sudeste,B2C,Pequeno,2023-07-18
873,Pedro Gomes,PA,Belém,Norte,B2C,Grande,2023-01-28
874,Amanda Ribeiro,PA,Ananindeua,Norte,B2C,Pequeno,2023-09-24
875,Lucas Ribeiro,PA,Ananindeua,Norte,B2B,Pequeno,2024-11-09
876,Larissa Santos,MS,Corumbá,Centro-Oeste,B2B,Médio,2025-01-08
877,João Pereira,PR,Londrina,Sul,B2C,Pequeno,2025-01-10
878,Juliana Silva,BA, VITÓRIA DA CONQUISTA ,Nordeste,B2B,Pequeno,2025-12-19
879,Amanda Costa,PR,Londrina,Sul,B2C,Grande,2025-01-31
880,André Carvalho,DF,Brasília,Centro-Oeste,B2B,Médio,2024-05-02
881,Juliana Oliveira,ES,Vila Velha,Sudeste,B2B,Pequeno,2024-07-19
882,Rafael Ribeiro,PR,Londrina,Sul,B2B,Grande,2024-03-06
883,Camila Souza,RS,Caxias do Sul,Sul,B2C,Médio,2025-02-25
884,Beatriz Ribeiro,MG,Belo Horizonte,Sudeste,B2B,Médio,2023-06-28
885,Beatriz Ribeiro,MG,Contagem,Sudeste,B2C,Grande,2023-08-06
886,Renata Silva,RS,Santa Maria,Sul,B2B,Grande,2023-09-25
887,Fernanda Gomes,GO,Anápolis,Centro-Oeste,B2B,Grande,2023-09-04
888,Mateus Almeida,RJ,Campos dos Goytacazes,Sudeste,B2B,Grande,2023-03-26
889,Camila Pereira,MS,Corumbá,Centro-Oeste,B2B,Grande,2024-01-26
890,Lucas Costa,GO,Rio Verde,Centro-Oeste,B2B,Pequeno,2024-01-31
891,Rafael Costa,SP,São Paulo,Sudeste,B2C,Pequeno,2025-07-01
892,André Souza,MT,Sinop,Centro-Oeste,B2C,Médio,2023-07-22
893,Larissa Costa,MS,Dourados,Centro-Oeste,B2B,Pequeno,2023-06-03
894,João Silva,MS,Dourados,Centro-Oeste,B2B,Pequeno,2024-12-03
895,Camila Ribeiro,SP,Santos,Sudeste,B2B,Pequeno,2024-09-09
896,  Mariana Oliveira ,PR,Foz do Iguaçu,Sul,B2B,Grande,2025-08-29
897,Patrícia Gomes,BA,Feira de Santana,Nordeste,B2C,Médio,2024-02-18
898,Bruno Oliveira,BA,Feira de Santana,Nordeste,B2B,Médio,2025-12-28
899,Rafael Gomes,MG,Belo Horizonte,Sudeste,B2C,Médio,2023-11-11
900,Mateus Pereira,PE,Petrolina,Nordeste,B2B,Médio,2023-03-31
901,Carlos Silva,GO,Goiânia,Centro-Oeste,B2C,Pequeno,2023-09-19
902,Carlos Silva,DF,Brasília,Centro-Oeste,B2B,Pequeno,2024-01-28
903,  MARIANA PEREIRA ,ES,Cariacica,Sudeste,B2B,Grande,2025-05-06
904,Beatriz Almeida,SC,Florianópolis,Sul,B2C,Médio,2024-06-01
905,Renata Gomes,CE,Crato,Nordeste,B2B,Pequeno,2024-12-12
906,Felipe Silva,BA,Ilhéus,Nordeste,B2B,Pequeno,2025-01-19
907,Carlos Pereira,ES,Cariacica,Sudeste,B2B,Grande,2025-07-07
908,Camila Silva,CE,Fortaleza,Nordeste,B2C,Grande,2023-08-29
909,Mariana Pereira,ES,Cariacica,Sudeste,B2B,Grande,2025-06-12
910,Pedro Costa,PR,Foz do Iguaçu,Sul,B2B,Pequeno,2023-05-19
911,Juliana Almeida,CE,Juazeiro do Norte,Nordeste,B2C,Pequeno,2025-09-15
912,Patrícia Almeida,SC,Florianópolis,Sul,B2C,Grande,2025-05-08
913,Mariana Oliveira,ES,Vitória,Sudeste,B2C,Médio,2025-12-08
914,Aline Gomes,RS,Santa Maria,Sul,B2B,Grande,2025-10-28
915,  camila ribeiro ,SC,Joinville,Sul,B2B,Grande,2023-02-14
916,Felipe Souza,CE,Juazeiro do Norte,Nordeste,B2B,Grande,2023-12-08
917,Juliana Souza,SC,Blumenau,Sul,B2C,Grande,2024-07-15
918,Juliana Carvalho,ES,Serra,Sudeste,B2B,Pequeno,2023-09-22
919,Bruno Ribeiro,RJ,Niterói,Sudeste,B2B,Médio,2024-08-16
920,Thiago Costa,ES,Vitória,Sudeste,B2C,Grande,2023-04-04
921,Pedro Souza,ES,Vitória,Sudeste,B2C,Médio,2023-05-05
922,Mariana Pereira,PR,Foz do Iguaçu,Sul,B2C,Médio,2024-01-25
923,Thiago Gomes,GO,Rio Verde,Centro-Oeste,B2C,Médio,2025-03-25
924,Amanda Almeida,RS,Caxias do Sul,Sul,B2C,Grande,2025-10-10
925,Bruno Gomes,DF,Brasília,Centro-Oeste,B2B,Pequeno,2025-12-26
926,Camila Gomes,BA,Salvador,Nordeste,B2C,Grande,2025-11-17
927,Mateus Costa,MS,Corumbá,Centro-Oeste,B2B,Médio,2023-06-03
928,Amanda Almeida,SP,Ribeirão Preto,Sudeste,B2B,Médio,2023-12-05
929,Felipe Silva,GO,Anápolis,Centro-Oeste,B2C,Pequeno,2025-06-15
930,Rafael Almeida,SP,Ribeirão Preto,Sudeste,B2C,Grande,2025-11-09
931,Camila Ribeiro,PR,Londrina,Sul,B2C,Médio,2025-02-25
932,Bruno Silva,RS,Pelotas,Sul,B2B,Pequeno,2025-03-10
933,João Carvalho,PA,Ananindeua,Norte,B2C,Médio,2025-03-31
934,Patrícia Silva,ES,Vitória,Sudeste,B2C,Pequeno,2024-07-10
935,João Souza,PA,Belém,Norte,B2C,Pequeno,2024-02-28
936,André Costa,PA,Ananindeua,Norte,B2C,Grande,2024-01-12
937,Camila Almeida,MT,Rondonópolis,Centro-Oeste,B2C,Médio,2023-01-08
938,Larissa Silva,MG, BELO HORIZONTE ,Sudeste,B2B,Grande,2023-11-24
939,Amanda Oliveira,PA,Marabá,Norte,B2B,Médio,2024-03-22
940,Patrícia Costa,BA,Ilhéus,Nordeste,B2B,Grande,2023-01-19
941,Camila Gomes,RJ,Petrópolis,Sudeste,B2C,Médio,2025-11-16
942,Rafael Carvalho,MG,Uberlândia,Sudeste,B2C,Grande,2025-07-21
943,João Ribeiro,PR,Curitiba,Sul,B2C,Pequeno,2025-10-28
944,Camila Almeida,MS,Três Lagoas,Centro-Oeste,B2B,Médio,2025-12-11
945,Mariana Pereira,GO,Goiânia,Centro-Oeste,B2C,Médio,2024-06-14
946,André Souza,RJ,Petrópolis,Sudeste,B2C,Pequeno,2024-09-13
947,Lucas Oliveira,SC,Florianópolis,Sul,B2C,Grande,2024-03-27
948,Aline Ribeiro,CE,Fortaleza,Nordeste,B2B,Médio,2024-08-29
949,Fernanda Ribeiro,MT,Sinop,Centro-Oeste,B2C,Médio,2024-07-03
950,Pedro Pereira,RJ,Petrópolis,Sudeste,B2B,Grande,2023-09-01
951,Felipe Gomes,DF,Brasília,Centro-Oeste,B2C,Pequeno,2023-12-17
952,Carlos Carvalho,PA,Belém,Norte,B2B,Grande,2024-04-03
953,  thiago gomes ,PR,Maringá,Sul,B2B,Grande,2023-04-04
954,Carlos Souza,PE,Caruaru,Nordeste,B2B,Grande,2025-12-28
955,João Souza,CE,Juazeiro do Norte,Nordeste,B2C,Médio,2024-05-02
956,Patrícia Oliveira,SP,São Paulo,Sudeste,B2C,Pequeno,2024-08-20
957,Patrícia Souza,BA,Feira de Santana,Nordeste,B2B,Pequeno,2023-03-22
958,Mariana Costa,SP,Campinas,Sudeste,B2B,Grande,2023-10-31
959,Rafael Ribeiro,RJ,Petrópolis,Sudeste,B2C,Médio,2024-07-22
960,Renata Pereira,MS,Dourados,Centro-Oeste,B2C,Grande,2023-09-30
961,Thiago Oliveira,SP,São Paulo,Sudeste,B2B,Médio,2024-07-07
962,Bruno Costa,DF,Brasília,Centro-Oeste,B2C,Médio,2023-04-16
963,Beatriz Santos,PR,Londrina,Sul,B2C,Médio,2024-05-24
964,Pedro Santos,SC,Joinville,Sul,B2C,Médio,2024-03-06
965,João Santos,MS,Três Lagoas,Centro-Oeste,B2C,Pequeno,2025-12-30
966,Aline Silva,GO,Rio Verde,Centro-Oeste,B2B,Médio,2023-08-26
967,Camila Ribeiro,BA,Vitória da Conquista,Nordeste,B2C,Médio,2023-01-03
968,Larissa Costa,DF,Brasília,Centro-Oeste,B2C,Grande,2024-12-12
969,Patrícia Ribeiro,DF,Brasília,Centro-Oeste,B2B,Grande,2025-01-25
970,João Carvalho,SP,São Paulo,Sudeste,B2B,Pequeno,2024-10-26
971,Rafael Souza,PA,Belém,Norte,B2C,Grande,2023-06-20
972,Thiago Almeida,SP,Santos,Sudeste,B2C,Médio,2024-06-24
973,Aline Ribeiro,RJ,Petrópolis,Sudeste,B2C,Grande,2023-10-01
974,Juliana Almeida,GO,Aparecida de Goiânia,Centro-Oeste,B2C,Pequeno,2025-04-16
975,Larissa Souza,MG, Contagem ,Sudeste,B2B,Grande,2024-08-26
976,João Costa,MS,Campo Grande,Centro-Oeste,B2B,Grande,2024-10-26
977,Rafael Gomes,SP,Ribeirão Preto,Sudeste,B2B,Pequeno,2023-04-28
978,Patrícia Ribeiro,PR,Maringá,Sul,B2C,Pequeno,2023-01-22
979,Camila Oliveira,PE,Petrolina,Nordeste,B2C,Médio,2024-12-29
980,Renata Carvalho,BA,Vitória da Conquista,Nordeste,B2C,Grande,2024-03-25
981,Bruno Oliveira,ES,Vitória,SUDESTE,B2C,Médio,2024-07-26
982,Juliana Ribeiro,SP,Campinas,Sudeste,B2B,Grande,2023-12-28
983,Mateus Souza,PR,Foz do Iguaçu,Sul,B2B,Grande,2024-06-08
984,Beatriz Oliveira,MS,Campo Grande,Centro-Oeste,B2C,Médio,2023-02-02
985,Thiago Oliveira,PR,Curitiba,Sul,B2B,Grande,2023-08-06
986,Bruno Costa,BA,Ilhéus,Nordeste,B2C,Grande,2025-02-21
987,André Costa,MG,Uberlândia,Sudeste ,B2C,Grande,2024-06-11
988,Beatriz Pereira,PR,Maringá,Sul,B2B,Pequeno,2024-02-27
989,Rafael Pereira,PE,Recife,Nordeste,B2C,Médio,2025-06-24
990,Carlos Ribeiro,PR,Curitiba,Sul,B2C,Pequeno,2024-03-27
991,Felipe Oliveira,PR,Londrina,Sul,B2B,Médio,2024-10-26
992,Thiago Carvalho,PR,Maringá,Sul,B2C,Médio,2024-07-04
993,Renata Souza,SC,Florianópolis,Sul,B2C,Grande,2024-02-22
994,Beatriz Oliveira,SC,Joinville,Sul,B2B,Médio,2025-03-20
995,Larissa Carvalho,MG,Contagem,Sudeste,B2C,Pequeno,2023-11-15
996,João Oliveira,SP, CAMPINAS ,Sudeste,B2B,Pequeno,2025-07-02
997,Amanda Carvalho,PR,Londrina,Sul,B2C,Pequeno,2024-04-19
998,Mariana Carvalho,MT,Cuiabá,Centro-Oeste,B2B,Médio,2025-06-07
999,Mateus Silva,GO,Rio Verde,Centro-Oeste,B2B,Pequeno,2025-01-24
1000,Rafael Silva,MT,Sinop,Centro-Oeste,B2B,Médio,2023-10-31
1001,Larissa Pereira,SP,Campinas,Sudeste,B2C,Pequeno,2025-09-08
1002,Carlos Carvalho,MG,Contagem,Sudeste,B2B,Pequeno,2023-07-11
1003,Juliana Carvalho,Pa,Marabá,Norte,B2B,Médio,2025-10-12
1004,  Lucas Gomes ,PA,Ananindeua,Norte,B2B,Pequeno,2024-01-07
1005,Renata Pereira,RS,Santa Maria,Sul,B2B,Grande,2025-07-29
1006,Thiago Gomes,MT,Cuiabá,Centro-Oeste,B2B,Médio,2024-01-14
1007,André Almeida,SP,Santos,Sudeste,B2C,Médio,2023-12-27
1008,Thiago Gomes,SP,Campinas,Sudeste,B2C,Médio,2024-01-22
1009,Rafael Silva,CE,Fortaleza,Nordeste,B2C,Grande,2025-10-01
1010,Bruno Gomes,RJ,Rio de Janeiro,Sudeste,B2C,Médio,2024-01-05
1011,Juliana Gomes,ES,Vila Velha,Sudeste,B2C,Pequeno,2024-07-31
1012,Patrícia Santos,MS,Três Lagoas,Centro-Oeste,B2C,Pequeno,2023-02-13
1013,Mariana Carvalho,CE,Crato,Nordeste,B2C,Pequeno,2024-09-27
1014,João Costa,PE,Caruaru,Nordeste,B2B,Médio,2023-11-30
1015,Mariana Costa,SC,Blumenau,Sul,B2C,Pequeno,2023-12-30
1016,Fernanda Oliveira,SC,Chapecó,Sul,B2B,Médio,2025-03-18
1017,Camila Ribeiro,RJ,Campos dos Goytacazes,Sudeste,B2B,Pequeno,2024-01-20
1018,Renata Souza,BA,Ilhéus,Nordeste,B2C,Grande,2023-05-23
1019,Mariana Santos,BA,Vitória da Conquista,Nordeste,B2B,Grande,2023-10-21
1020,Patrícia Souza,MG,Uberlândia,Sudeste,B2B,Grande,2023-05-28
1021,Felipe Gomes,DF,Brasília,Centro-Oeste,B2B,Grande,2025-05-23
1022,André Oliveira,RJ,Niterói,Sudeste,B2B,Médio,2024-05-17
1023,Pedro Silva,ES,Serra,Sudeste,B2C,Pequeno,2025-07-20
1024,Thiago Almeida,SP,Campinas,Sudeste,B2C,Grande,2025-04-04
1025,Amanda Almeida,BA,Ilhéus,Nordeste,B2C,Médio,2023-07-25
1026,André Oliveira,ES,Serra,Sudeste,B2C,Grande,2025-12-14
1027,Mariana Carvalho,PR,Maringá,Sul,B2C,Grande,2023-10-09
1028,Mariana Santos,MT,Cuiabá,Centro-Oeste,B2C,Médio,2023-01-25
1029,Bruno Gomes,MT,Várzea Grande,Centro-Oeste,B2C,Médio,2023-07-24
1030,Beatriz Gomes,DF,Brasília,Centro-Oeste,B2C,Pequeno,2025-02-12
1031,Aline Pereira,GO,Rio Verde,Centro-Oeste,B2C,Pequeno,2025-02-25
1032,Aline Silva,SP,Ribeirão Preto,Sudeste,B2C,Grande,2023-02-12
1033,Rafael Almeida,MS,Dourados,Centro-Oeste,B2B,Grande,2023-08-14
1034,Beatriz Gomes,MS,Dourados,Centro-Oeste,B2C,Pequeno,2023-01-28
1035,André Santos,PE,Caruaru,Nordeste,B2B,Pequeno,2023-03-31
1036,Larissa Costa,MS,Dourados,Centro-Oeste,B2B,Médio,2023-09-28
1037,Mateus Silva,PR,Londrina,Sul,B2B,Pequeno,2024-05-23
1038,Thiago Gomes,PR,Londrina,Sul,B2B,Pequeno,2023-06-21
1039,Amanda Gomes,MT,Várzea Grande,Centro-Oeste,B2C,Grande,2024-07-02
1040,Thiago Ribeiro,RJ,Niterói,Sudeste,B2B,Pequeno,2023-10-20
1041,Lucas Souza,DF,Brasília,Centro-Oeste,B2C,Grande,2023-01-28
1042,Juliana Oliveira,MG,Belo Horizonte,Sudeste,B2C,Pequeno,2023-01-20
1043,Felipe Costa,PE,Caruaru,Nordeste,B2B,Médio,2023-08-06
1044,Fernanda Costa,BA,Feira de Santana,Nordeste,B2C,Pequeno,2024-11-24
1045,Mateus Almeida,ES,Cariacica,Sudeste,B2B,Pequeno,2023-06-24
1046,Mateus Carvalho,RJ,Petrópolis,Sudeste,B2B,Pequeno,2024-02-19
1047,Renata Santos,BA,Vitória da Conquista,Nordeste,B2C,Grande,2023-10-13
1048,Camila Ribeiro,RJ,Niterói,Sudeste,B2C,Médio,2025-09-10
1049,Thiago Souza,RJ,Niterói,Sudeste,B2B,Pequeno,2025-06-28
1050,Fernanda Ribeiro,RJ,Rio de Janeiro,Sudeste,B2C,Grande,2023-12-01
1051,Patrícia Ribeiro,MT,Rondonópolis,Centro-Oeste,B2C,Médio,2024-09-21
1052,Felipe Carvalho,MS,Três Lagoas,Centro-Oeste,B2C,Grande,2024-11-10
1053,Amanda Souza,DF,Brasília,Centro-Oeste,B2B,Grande,2025-09-07
1054,João Souza,MG,Juiz de Fora,Sudeste,B2B,Médio,2023-11-13
